State,Month,Year,Incident,Animal,Severity,Monetary_Impact
Kerala,9,2020,Wild animal entering populated area,Wild Boar,Low,116
Madhya Pradesh,3,2023,Smuggling,Leopard,High,421
West Bengal,2,2024,Conflict with humans,Elephant,Low,112
Uttar Pradesh,10,2020,Conflict with humans,Rhino,Low,27
Madhya Pradesh,11,2022,Conflict with humans,Leopard,Low,34
Madhya Pradesh,9,2023,Wild animal entering populated area,Bear,Medium,59
Madhya Pradesh,7,2021,Wild animal entering populated area,Bear,Low,35
Karnataka,6,2022,Wild animal entering populated area,Deer,Medium,145
Maharashtra,1,2019,Wild animal entering populated area,Elephant,Critical,81
Maharashtra,5,2018,Conflict with humans,Leopard,Low,106
Karnataka,12,2025,Wild animal entering populated area,Elephant,Low,60
Kerala,11,2024,Trap/Accident,Monkey,Critical,547
Kerala,11,2020,Poaching,Crocodile,Medium,156
Karnataka,3,2024,Wild animal entering populated area,Elephant,Low,48
West Bengal,1,2018,Wild animal entering populated area,Elephant,Critical,1011
Tamil Nadu,4,2022,Trap/Accident,Deer,Low,97
Maharashtra,2,2022,Injury/Death,Snake,Low,125
Tamil Nadu,2,2024,Wild animal entering populated area,Monkey,Low,65
Assam,3,2022,Conflict with humans,Tiger,Medium,205
Uttarakhand,8,2022,Injury/Death,Snake,High,396
Kerala,8,2022,Conflict with humans,Elephant,Medium,112
Tamil Nadu,12,2023,Injury/Death,Snake,Medium,190
Goa,7,2024,Wild animal entering populated area,Elephant,Critical,184
Tamil Nadu,6,2019,Conflict with humans,Snake,Low,52
Madhya Pradesh,9,2023,Smuggling,Leopard,Medium,49
Uttar Pradesh,4,2025,Wild animal entering populated area,Bear,Medium,84
Madhya Pradesh,12,2024,Conflict with humans,Bear,High,239
Rajasthan,1,2020,Wild animal entering populated area,Bear,Low,121
Odisha,8,2022,Injury/Death,Snake,High,63
Maharashtra,7,2019,Wild animal entering populated area,Monkey,Low,124
Madhya Pradesh,7,2022,Poaching,Leopard,Medium,145
Uttar Pradesh,3,2024,Conflict with humans,Snake,Medium,187
Madhya Pradesh,4,2019,Poaching,Leopard,Low,90
Uttar Pradesh,10,2019,Wild animal entering populated area,Deer,Low,137
Tamil Nadu,9,2020,Wild animal entering populated area,Wild Boar,High,253
Maharashtra,6,2019,Poaching,Leopard,Low,101
Madhya Pradesh,5,2022,Smuggling,Deer,Medium,90
Maharashtra,3,2024,Wild animal entering populated area,Crocodile,High,327
Karnataka,9,2018,Wild animal entering populated area,Elephant,Critical,753
Uttar Pradesh,5,2025,Smuggling,Rhino,High,347
Rajasthan,5,2022,Smuggling,Bear,Critical,656
Madhya Pradesh,4,2021,Injury/Death,Bear,Medium,79
Uttar Pradesh,4,2022,Smuggling,Rhino,Critical,944
Tamil Nadu,12,2021,Wild animal entering populated area,Rhino,Low,108
Assam,1,2025,Poaching,Rhino,Critical,896
Kerala,7,2018,Conflict with humans,Snake,Low,66
Uttar Pradesh,9,2021,Wild animal entering populated area,Elephant,Low,37
West Bengal,3,2025,Wild animal entering populated area,Elephant,Medium,91
Karnataka,12,2022,Conflict with humans,Tiger,Critical,640
West Bengal,2,2024,Wild animal entering populated area,Elephant,Medium,157
Maharashtra,3,2023,Injury/Death,Snake,Medium,64
Tamil Nadu,1,2021,Wild animal entering populated area,Deer,Medium,63
Kerala,6,2022,Wild animal entering populated area,Monkey,Medium,167
Karnataka,11,2023,Injury/Death,Deer,Medium,165
Kerala,11,2022,Conflict with humans,Snake,Critical,451
Uttar Pradesh,7,2025,Wild animal entering populated area,Deer,Medium,218
Kerala,11,2021,Injury/Death,Crocodile,Critical,538
Maharashtra,11,2022,Trap/Accident,Wild Boar,Low,62
West Bengal,2,2020,Wild animal entering populated area,Elephant,Low,30
West Bengal,8,2019,Wild animal entering populated area,Elephant,Low,19
Uttar Pradesh,6,2024,Conflict with humans,Snake,Low,106
Odisha,4,2020,Trap/Accident,Lion,Low,41
Uttar Pradesh,5,2020,Conflict with humans,Crocodile,High,382
Maharashtra,8,2020,Wild animal entering populated area,Elephant,Low,69
Karnataka,3,2024,Wild animal entering populated area,Deer,Medium,35
Tamil Nadu,3,2025,Conflict with humans,Tiger,Medium,95
Maharashtra,11,2022,Poaching,Cheetah,Medium,149
Tamil Nadu,4,2020,Conflict with humans,Tiger,High,388
Madhya Pradesh,1,2021,Conflict with humans,Bear,Critical,356
Karnataka,9,2019,Wild animal entering populated area,Monkey,Low,92
West Bengal,8,2022,Wild animal entering populated area,Rhino,High,402
West Bengal,8,2018,Conflict with humans,Elephant,Medium,141
Karnataka,10,2020,Wild animal entering populated area,Elephant,Low,116
Assam,6,2021,Wild animal entering populated area,Rhino,Low,52
Tamil Nadu,7,2025,Wild animal entering populated area,Rhino,Medium,146
Maharashtra,6,2021,Conflict with humans,Elephant,Low,56
Uttar Pradesh,9,2019,Conflict with humans,Leopard,High,166
Rajasthan,3,2020,Trap/Accident,Deer,High,332
Karnataka,3,2021,Wild animal entering populated area,Cheetah,Low,88
Uttarakhand,3,2023,Poaching,Leopard,Medium,190
Tamil Nadu,10,2022,Wild animal entering populated area,Elephant,Medium,103
Tamil Nadu,3,2018,Trap/Accident,Monkey,Low,30
Assam,9,2023,Poaching,Tiger,Medium,151
Rajasthan,12,2025,Smuggling,Bear,Low,93
Tamil Nadu,4,2023,Smuggling,Deer,Low,32
Madhya Pradesh,7,2020,Wild animal entering populated area,Deer,Low,84
Odisha,9,2021,Injury/Death,Snake,Low,17
Tamil Nadu,11,2023,Conflict with humans,Elephant,Low,78
Madhya Pradesh,12,2024,Poaching,Leopard,Low,29
Tamil Nadu,7,2022,Wild animal entering populated area,Lion,Medium,236
Karnataka,9,2021,Injury/Death,Snake,High,388
Odisha,12,2019,Poaching,Bear,High,211
Madhya Pradesh,3,2025,Smuggling,Leopard,Low,49
Uttar Pradesh,4,2021,Illegal trade,Wild Boar,Low,126
Karnataka,8,2018,Conflict with humans,Leopard,Low,104
Assam,6,2022,Conflict with humans,Tiger,Medium,199
Maharashtra,5,2018,Wild animal entering populated area,Elephant,High,442
Assam,4,2019,Wild animal entering populated area,Elephant,Low,123
Rajasthan,8,2019,Wild animal entering populated area,Deer,High,389
Karnataka,1,2022,Wild animal entering populated area,Wolf,Low,43
Tamil Nadu,9,2018,Wild animal entering populated area,Deer,Medium,141
West Bengal,1,2023,Conflict with humans,Elephant,Low,93
Maharashtra,8,2021,Conflict with humans,Snake,High,209
Madhya Pradesh,4,2021,Smuggling,Deer,Medium,73
Karnataka,9,2020,Wild animal entering populated area,Elephant,Medium,65
Rajasthan,11,2024,Conflict with humans,Leopard,Low,60
Maharashtra,5,2020,Illegal trade,Tiger,Medium,130
Odisha,3,2018,Wild animal entering populated area,Elephant,Low,70
West Bengal,9,2021,Wild animal entering populated area,Elephant,Medium,216
West Bengal,11,2025,Trap/Accident,Rhino,Low,128
Maharashtra,9,2021,Wild animal entering populated area,Monkey,Medium,163
West Bengal,4,2019,Wild animal entering populated area,Elephant,Medium,58
Uttar Pradesh,11,2025,Conflict with humans,Tiger,Medium,191
Uttar Pradesh,4,2019,Wild animal entering populated area,Bear,High,272
Rajasthan,12,2023,Wild animal entering populated area,Deer,Critical,541
Uttar Pradesh,8,2021,Wild animal entering populated area,Elephant,Critical,500
Karnataka,2,2024,Wild animal entering populated area,Monkey,Low,86
Assam,9,2022,Conflict with humans,Elephant,Critical,946
West Bengal,6,2022,Wild animal entering populated area,Rhino,Medium,52
Tamil Nadu,9,2023,Smuggling,Leopard,Critical,600
West Bengal,8,2024,Smuggling,Tiger,Low,84
West Bengal,7,2022,Illegal trade,Tiger,High,168
Karnataka,1,2022,Conflict with humans,Monkey,Low,22
West Bengal,12,2024,Wild animal entering populated area,Elephant,Medium,242
Maharashtra,3,2019,Poaching,Deer,Low,37
Madhya Pradesh,11,2025,Conflict with humans,Deer,High,255
Maharashtra,2,2021,Trap/Accident,Bear,Medium,206
Assam,5,2021,Conflict with humans,Rhino,Low,84
Maharashtra,5,2023,Illegal trade,Tiger,Medium,157
Maharashtra,5,2025,Injury/Death,Crocodile,High,485
Maharashtra,4,2022,Injury/Death,Crocodile,High,300
Karnataka,5,2022,Wild animal entering populated area,Cheetah,Medium,123
Karnataka,3,2024,Illegal trade,Deer,High,124
Karnataka,12,2022,Wild animal entering populated area,Deer,Critical,288
Rajasthan,1,2019,Poaching,Deer,Medium,175
Karnataka,5,2018,Conflict with humans,Snake,Medium,229
Assam,9,2022,Illegal trade,Tiger,Low,111
Tamil Nadu,9,2019,Wild animal entering populated area,Wild Boar,High,353
Maharashtra,4,2019,Conflict with humans,Snake,Low,72
Uttar Pradesh,3,2021,Poaching,Tiger,Low,59
Karnataka,1,2023,Trap/Accident,Deer,Low,36
Odisha,2,2018,Injury/Death,Snake,Medium,136
Himachal Pradesh,8,2023,Injury/Death,Snake,Medium,130
Maharashtra,1,2025,Trap/Accident,Deer,Medium,132
West Bengal,8,2023,Wild animal entering populated area,Elephant,Medium,172
Madhya Pradesh,7,2020,Wild animal entering populated area,Deer,Medium,91
Madhya Pradesh,8,2022,Wild animal entering populated area,Bear,Low,95
West Bengal,12,2023,Wild animal entering populated area,Elephant,Low,132
Maharashtra,6,2020,Injury/Death,Snake,Medium,226
Maharashtra,12,2025,Conflict with humans,Bear,Medium,144
Uttar Pradesh,9,2024,Wild animal entering populated area,Monkey,Medium,72
Assam,3,2022,Smuggling,Rhino,Medium,231
Maharashtra,10,2020,Conflict with humans,Monkey,Medium,64
Karnataka,4,2021,Injury/Death,Snake,High,275
Karnataka,6,2025,Wild animal entering populated area,Wild Boar,Critical,1006
Odisha,8,2024,Injury/Death,Snake,Low,54
Tamil Nadu,5,2024,Poaching,Crocodile,Critical,167
Uttar Pradesh,3,2021,Poaching,Cheetah,Medium,167
Maharashtra,6,2024,Conflict with humans,Tiger,Medium,213
Karnataka,4,2025,Trap/Accident,Deer,Critical,627
Himachal Pradesh,9,2021,Illegal trade,Leopard,Low,56
Tamil Nadu,3,2021,Conflict with humans,Deer,Low,62
Kerala,4,2019,Wild animal entering populated area,Wild Boar,Low,54
Tamil Nadu,7,2018,Wild animal entering populated area,Elephant,Low,24
Assam,7,2023,Wild animal entering populated area,Rhino,Medium,136
Maharashtra,12,2025,Poaching,Cheetah,Medium,94
Assam,12,2019,Wild animal entering populated area,Elephant,Critical,178
Uttarakhand,4,2018,Wild animal entering populated area,Crocodile,High,328
Madhya Pradesh,6,2023,Wild animal entering populated area,Bear,Medium,201
West Bengal,12,2022,Wild animal entering populated area,Elephant,Low,70
Karnataka,3,2022,Wild animal entering populated area,Monkey,Medium,55
Tamil Nadu,6,2024,Wild animal entering populated area,Elephant,Low,86
Uttar Pradesh,12,2025,Conflict with humans,Deer,Low,137
West Bengal,2,2021,Conflict with humans,Elephant,Low,99
Madhya Pradesh,8,2022,Wild animal entering populated area,Bear,Low,115
Maharashtra,2,2023,Conflict with humans,Rhino,High,482
Kerala,11,2022,Poaching,Tiger,Low,63
Karnataka,7,2022,Wild animal entering populated area,Monkey,Medium,177
Uttar Pradesh,9,2025,Wild animal entering populated area,Monkey,Medium,185
Odisha,1,2024,Conflict with humans,Elephant,Low,73
Tamil Nadu,8,2023,Wild animal entering populated area,Deer,High,375
Uttar Pradesh,7,2021,Wild animal entering populated area,Monkey,Low,78
Madhya Pradesh,6,2022,Illegal trade,Leopard,Medium,103
Kerala,6,2025,Wild animal entering populated area,Wild Boar,High,175
West Bengal,6,2023,Poaching,Tiger,Low,49
Kerala,9,2023,Wild animal entering populated area,Wolf,High,151
Maharashtra,2,2023,Conflict with humans,Wolf,Medium,109
Assam,1,2023,Wild animal entering populated area,Elephant,Low,94
Maharashtra,12,2020,Wild animal entering populated area,Monkey,Critical,736
Odisha,6,2023,Wild animal entering populated area,Deer,Critical,683
Karnataka,10,2025,Wild animal entering populated area,Wolf,Medium,123
Uttar Pradesh,11,2024,Conflict with humans,Bear,Low,49
Rajasthan,8,2024,Smuggling,Leopard,Low,118
Kerala,3,2022,Wild animal entering populated area,Elephant,Medium,168
West Bengal,12,2022,Smuggling,Tiger,Medium,199
Karnataka,10,2022,Conflict with humans,Deer,High,384
Tamil Nadu,1,2025,Conflict with humans,Elephant,High,111
Tamil Nadu,9,2023,Wild animal entering populated area,Monkey,High,65
Maharashtra,1,2024,Illegal trade,Leopard,Critical,386
West Bengal,3,2022,Wild animal entering populated area,Elephant,Low,95
Madhya Pradesh,8,2020,Wild animal entering populated area,Bear,Medium,177
Odisha,3,2018,Wild animal entering populated area,Deer,Low,37
Maharashtra,4,2024,Wild animal entering populated area,Deer,Low,52
Goa,8,2022,Wild animal entering populated area,Bear,Medium,188
Maharashtra,1,2025,Injury/Death,Deer,Low,63
Uttar Pradesh,6,2021,Wild animal entering populated area,Deer,Low,110
Maharashtra,1,2021,Conflict with humans,Elephant,Low,58
Karnataka,1,2021,Injury/Death,Wild Boar,Medium,195
Tamil Nadu,8,2019,Wild animal entering populated area,Bear,Low,76
Himachal Pradesh,11,2025,Conflict with humans,Rhino,Medium,53
West Bengal,4,2020,Wild animal entering populated area,Elephant,Medium,178
Kerala,12,2022,Conflict with humans,Deer,Medium,55
Himachal Pradesh,1,2023,Conflict with humans,Leopard,Medium,197
Rajasthan,10,2019,Injury/Death,Deer,Low,80
Odisha,7,2020,Poaching,Tiger,High,455
West Bengal,5,2020,Smuggling,Rhino,Medium,219
Tamil Nadu,5,2020,Injury/Death,Wild Boar,Medium,104
Rajasthan,1,2023,Conflict with humans,Leopard,High,385
Assam,10,2022,Conflict with humans,Rhino,Medium,41
Maharashtra,11,2020,Illegal trade,Bear,Medium,70
West Bengal,6,2021,Poaching,Tiger,High,150
Goa,9,2025,Wild animal entering populated area,Wild Boar,Low,16
Tamil Nadu,9,2023,Wild animal entering populated area,Bear,Low,46
West Bengal,8,2024,Wild animal entering populated area,Elephant,Medium,119
Uttar Pradesh,5,2018,Poaching,Tiger,Low,24
Madhya Pradesh,1,2022,Illegal trade,Deer,Critical,604
Rajasthan,9,2022,Wild animal entering populated area,Lion,Medium,140
Odisha,1,2022,Wild animal entering populated area,Elephant,Low,111
Maharashtra,8,2021,Wild animal entering populated area,Rhino,Low,56
West Bengal,5,2022,Wild animal entering populated area,Elephant,Low,113
Karnataka,3,2021,Smuggling,Monkey,Critical,638
Madhya Pradesh,11,2021,Conflict with humans,Bear,Medium,90
Madhya Pradesh,7,2018,Illegal trade,Leopard,High,362
Madhya Pradesh,7,2024,Smuggling,Leopard,Medium,149
Maharashtra,9,2020,Wild animal entering populated area,Rhino,Medium,97
Uttar Pradesh,7,2021,Wild animal entering populated area,Monkey,Low,71
Karnataka,11,2019,Poaching,Monkey,Critical,964
Himachal Pradesh,3,2022,Smuggling,Monkey,Medium,125
Maharashtra,11,2019,Wild animal entering populated area,Elephant,Medium,167
Karnataka,1,2022,Trap/Accident,Deer,Low,67
West Bengal,8,2019,Wild animal entering populated area,Elephant,Low,97
Uttar Pradesh,12,2019,Conflict with humans,Tiger,Low,33
Karnataka,3,2022,Injury/Death,Snake,High,421
Uttar Pradesh,12,2019,Wild animal entering populated area,Elephant,Critical,137
Kerala,8,2023,Poaching,Leopard,Low,106
Uttar Pradesh,8,2020,Wild animal entering populated area,Deer,Medium,156
Madhya Pradesh,5,2021,Conflict with humans,Leopard,High,134
Uttar Pradesh,12,2020,Wild animal entering populated area,Bear,Medium,188
Maharashtra,1,2021,Trap/Accident,Monkey,High,383
Uttar Pradesh,10,2020,Conflict with humans,Wild Boar,Low,110
West Bengal,7,2024,Wild animal entering populated area,Elephant,Low,80
Maharashtra,12,2019,Wild animal entering populated area,Deer,Low,40
Uttar Pradesh,10,2021,Smuggling,Monkey,Low,20
Rajasthan,5,2024,Illegal trade,Bear,Medium,147
Maharashtra,8,2019,Wild animal entering populated area,Deer,Medium,143
Maharashtra,9,2021,Wild animal entering populated area,Deer,Low,48
West Bengal,11,2021,Illegal trade,Tiger,High,530
West Bengal,7,2021,Conflict with humans,Elephant,Medium,33
Tamil Nadu,7,2024,Wild animal entering populated area,Monkey,High,131
Uttar Pradesh,1,2020,Poaching,Leopard,Medium,214
Karnataka,4,2020,Wild animal entering populated area,Bear,Low,57
West Bengal,2,2018,Conflict with humans,Tiger,Low,59
Odisha,2,2021,Trap/Accident,Monkey,Medium,106
Tamil Nadu,2,2023,Conflict with humans,Bear,Medium,197
Maharashtra,4,2025,Conflict with humans,Elephant,High,206
Karnataka,1,2019,Trap/Accident,Deer,Low,113
Uttar Pradesh,4,2020,Conflict with humans,Crocodile,Medium,121
Rajasthan,2,2022,Poaching,Leopard,Medium,225
West Bengal,5,2023,Wild animal entering populated area,Elephant,Low,120
Uttar Pradesh,3,2020,Conflict with humans,Elephant,Medium,64
Goa,12,2021,Wild animal entering populated area,Elephant,Medium,103
Himachal Pradesh,8,2022,Wild animal entering populated area,Elephant,Medium,214
Maharashtra,4,2024,Illegal trade,Deer,Critical,847
Assam,1,2023,Wild animal entering populated area,Elephant,Medium,66
Karnataka,1,2021,Conflict with humans,Rhino,High,287
Tamil Nadu,12,2023,Wild animal entering populated area,Bear,Medium,112
Madhya Pradesh,10,2024,Conflict with humans,Deer,Medium,92
Odisha,3,2022,Injury/Death,Crocodile,High,107
Tamil Nadu,9,2025,Conflict with humans,Elephant,Medium,188
Rajasthan,7,2024,Smuggling,Leopard,Low,107
Assam,2,2021,Wild animal entering populated area,Rhino,High,471
Maharashtra,9,2019,Wild animal entering populated area,Lion,Low,127
Karnataka,10,2019,Illegal trade,Leopard,Low,143
Maharashtra,2,2018,Injury/Death,Rhino,Medium,70
Assam,3,2019,Conflict with humans,Elephant,Medium,148
Assam,11,2022,Wild animal entering populated area,Elephant,High,275
Maharashtra,10,2023,Trap/Accident,Monkey,Low,57
West Bengal,2,2020,Poaching,Rhino,Medium,238
Karnataka,3,2023,Injury/Death,Snake,Low,137
Odisha,6,2021,Wild animal entering populated area,Rhino,Low,122
Uttar Pradesh,9,2025,Conflict with humans,Tiger,Low,121
Uttar Pradesh,9,2023,Injury/Death,Snake,Low,127
Kerala,7,2021,Wild animal entering populated area,Wild Boar,High,57
Goa,12,2020,Injury/Death,Rhino,Medium,105
Maharashtra,3,2022,Poaching,Tiger,Low,59
Uttar Pradesh,4,2023,Wild animal entering populated area,Deer,High,274
Odisha,6,2020,Wild animal entering populated area,Bear,Medium,121
Madhya Pradesh,11,2019,Smuggling,Bear,Low,55
Rajasthan,5,2022,Conflict with humans,Leopard,Critical,652
Kerala,2,2020,Wild animal entering populated area,Elephant,Critical,532
Uttar Pradesh,6,2023,Conflict with humans,Snake,Low,84
Himachal Pradesh,3,2024,Wild animal entering populated area,Elephant,Critical,305
Odisha,8,2025,Wild animal entering populated area,Deer,Critical,813
Maharashtra,2,2020,Conflict with humans,Leopard,High,192
Uttar Pradesh,1,2024,Wild animal entering populated area,Deer,High,30
Rajasthan,9,2020,Wild animal entering populated area,Deer,High,498
Maharashtra,12,2023,Wild animal entering populated area,Elephant,High,414
Uttarakhand,3,2024,Injury/Death,Snake,Low,60
Madhya Pradesh,11,2023,Injury/Death,Bear,Medium,115
Uttar Pradesh,1,2022,Poaching,Tiger,High,148
Uttar Pradesh,7,2020,Wild animal entering populated area,Monkey,Medium,145
Odisha,10,2025,Wild animal entering populated area,Elephant,Low,104
Karnataka,5,2022,Conflict with humans,Deer,Low,36
Rajasthan,5,2023,Illegal trade,Leopard,Medium,154
Assam,1,2020,Conflict with humans,Elephant,Low,105
Maharashtra,9,2019,Conflict with humans,Leopard,Critical,613
Uttar Pradesh,7,2018,Wild animal entering populated area,Monkey,High,388
West Bengal,8,2025,Wild animal entering populated area,Rhino,Low,70
Madhya Pradesh,9,2025,Conflict with humans,Leopard,Medium,212
Uttar Pradesh,6,2021,Wild animal entering populated area,Monkey,Low,98
Uttar Pradesh,12,2022,Conflict with humans,Elephant,High,43
Odisha,5,2019,Wild animal entering populated area,Rhino,Low,112
Madhya Pradesh,6,2018,Conflict with humans,Leopard,Medium,74
